tid,track,track_url,release_date,duration_ms,explicit,track_popularity,markets,albid,album,album_type,artid,artist,genres,artist_popularity,danceability,instrumentalness,speechiness,valence,loudness,added_at,lyrics
0eqmxkeJHQs3mdOEFluYXB,Down Flat,https://open.spotify.com/track/0eqmxkeJHQs3mdOEFluYXB,2022-01-28,172747,False,48,185,6eeaFgahrUj7bPRyLkPuAV,Down Flat,single,5Oq2X3BjCbFKPex2GVSDpy,Kelvyn Boy,"['ghanaian alternative', 'ghanaian pop']",40,0.851,0.196,0.0431,0.801,-2.37,2024-08-25,
1B5I5yqLpVI5EosZS6bJFs,Call Me Every Day (feat. Wizkid),https://open.spotify.com/track/1B5I5yqLpVI5EosZS6bJFs,2022-06-23,146840,False,67,184,5kfM4GlfOj2PdcvcRglN86,Breezy,album,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,"['r&b', 'rap']",87,0.73,1.44e-05,0.181,0.798,-7.191,2024-08-25,
4S0UUI7C5TRoktM4gnkh06,ON GOD,https://open.spotify.com/track/4S0UUI7C5TRoktM4gnkh06,2022-05-05,195056,True,45,185,058ESjdrxI85F4GR5EfEHA,ON GOD,single,42q0rYXtR561ypg1Fcw1PI,Shatta Wale,"['afrobeats', 'ghanaian pop']",52,0.64,0.0,0.508,0.578,-10.288,2024-08-25,
79O0vgP8QXAg4WpFoZtNb3,Break Your Back,https://open.spotify.com/track/79O0vgP8QXAg4WpFoZtNb3,2024-05-10,185945,True,24,185,3vHvqFlZxtdAjTt1qnrtkE,Izz Going / Break Your Back,single,5ecA37waug3nQ8hqfz6IlT,Krizbeatz,"['afrobeats', 'gengetone', 'nigerian pop']",31,0.848,0.0,0.0791,0.621,-7.171,2024-08-25,
4vJI6P9T4yYb2wmsQAwOdh,Unto You,https://open.spotify.com/track/4vJI6P9T4yYb2wmsQAwOdh,2024-07-19,146828,False,49,185,7H6k4Pga6vIsaLM10sQf6W,Son of Chike,album,6zK1M4TcabpLQMNmmG2P0Q,Chike,"['afrobeats', 'afropop', 'nigerian pop']",58,0.597,0.0,0.378,0.223,-6.072,2024-08-25,"['Me, I rather get', 'So, me, I rather get', 'Me, I rather get', 'Me, I rather get', '[Chike]', 'Wetin you want? Tell me what you want', 'I know that you really wanna see me go mad', 'But the only thing you go get na silence (Shhh, hmm-hmm)', 'Me, I rather get eye, say what you want', 'You want me to make a decision in a rush', 'When you give me hate, I go dey show you love', 'Me, I no fit try to defeat my conscience', '[Chike]', 'Me, I rather get eye wey no fit see', 'Me, I rather get ear wey no fit hear', 'Me, I rather get tongue wey no fit taste (Me, I rather get)', 'Than to get heart wey no fit love', 'Me, I rather get eye wey no fit see', 'Me, I rather get ear wey no fit hear', 'Me, I rather get tongue wey no fit taste (Me, I rather get)', 'Than to get heart wey no fit love', '[Chike & LADIPOE]', 'Unto you, yeah, unto you (To show me love)', 'Unto you, yeah, unto you (To show me love)', 'Unto you, yeah, unto you (To show me love)', 'Yeah (To show me love)', '[LADIPOE & Chike]', 'I see the signs, industry forced me to read between the lines', 'Second guess attentions, you know the nature of human kind', ""'Cause even admiration can easily turn to evil eye"", ""Even now I'm guilty in recent times"", 'Till I began to wrap around', ""The idea of stepping from energy that is gathered 'round"", 'People dey your story no mean say them dey your chapter now (Chapter now)', 'My reality is living proof that passion counts', 'Turn another cheek, you know the music is slapping now', 'Oh, they try to catch me', ""They wonder how I'm keeping my heart, I'm thinking family"", ""I should tell them what I'm up to now before they ask me"", ""I been cooking for the record, I'm feeling like Hilda Baci (Ooh-ooh, yeah-yeah)"", '[Chike]', 'Me, I rather get eye wey no fit see', 'Me, I rather get ear wey no fit hear', 'Me, I rather get tongue wey no fit taste (Me, I rather get)', 'Than to get heart wey no fit love', 'Me, I rather get eye wey no fit see', 'Me, I rather get ear wey no fit hear', 'Me, I rather get tongue wey no fit taste (Me, I rather get)', 'Than to get heart wey no fit love, oh', '[Chike]', 'Unto you, yeah, unto you (To show me love, to show me love)', 'Unto you, yeah, unto you (To show me love, to show me love)', 'Unto you, yeah, unto you (To show me love)', 'Unto you, yeah, unto you (Yasso)']"
2XuLnQELesgnkCGZbSJHO0,Don't Call Me (feat. Zinoleesky),https://open.spotify.com/track/2XuLnQELesgnkCGZbSJHO0,2021-12-02,178983,True,50,185,2fvt1NxBjoCXfLrUlnsqkD,Don't Call Me (feat. Zinoleesky),single,38XiDu0kK3Z5jdHUDqBzNT,Lil Kesh,"['afrobeats', 'afropop', 'nigerian hip hop', 'nigerian pop']",51,0.876,3.93e-05,0.0454,0.62,-5.768,2024-08-25,
3sDFmDifuzV8PZZvMZX2BI,Saka Makossa,https://open.spotify.com/track/3sDFmDifuzV8PZZvMZX2BI,2023-12-08,248013,False,2,185,3MFHt5eXSrnZWYeQxVXSeO,Saka Makossa,single,2KtuP3bJV8m3rYqlNqxj65,Wax Dey,[],4,0.695,0.0,0.0819,0.802,-4.846,2024-08-25,
7HqY7deFLBcJCjJKuDA1La,Oh Paradise,https://open.spotify.com/track/7HqY7deFLBcJCjJKuDA1La,2022-10-05,187166,True,51,185,7mnGUuvsSbUHZdKkJYdmOg,The Villain I Never Was,album,2LiqbH7OhqP0yuaG8VL1wJ,Black Sherif,"['afrobeats', 'ghanaian pop', 'nigerian pop']",63,0.662,0.0,0.366,0.68,-5.832,2024-08-25,"['What you do me you no try', 'You told me baby we outside', 'Afei de3n nti na wob3y3 me saa', 'Sore na ka biibi kyer3 me wae', '3nn3 nyinaa me I dey online', 'Waiting for your text so I no fit high', 'Nka bor ma me mpo s3 goodbye', 'Ade3 nya nkyee y3 wlama mlay3 style', 'But I forgive you', 'Na kor aa woo kor yi', 'Nyame mfa wo kra nsie yie', 'You know say I got you', 'And stop crying gyae su yi', 'Sleep well my lover', 'I will be fine my lover', ""And my love for you'll be forever"", 'Mabr3 mu abr3 mu akor nya me de', 'Wagya me hor kor s3 keteke', 'Ade3 no awura me akor me d33d3 mu', 'Nti me paa na Tina ay3 me seyie', 'Mabr3 mu abr3 mu akor nya me de', 'Wagya me hor kor tes3 keteke', 'Ade3 no awura me akor me d33d3 mu', 'Nti me paa na Tina ay3 me seyie', 'You for tell me how it dey', 'For paradisé s3 wuduru aa kae s3 mewo fie', 'Bisa blessings for your man na meebr3 eh', 'From paradisé s3 wuduru aa kae s3 mewo fie', 'You for tell me how it dey', 'For paradisé s3 wuduru aa kae s3 mewo fie', 'Bisa blessings for your man na meebr3 eh', 'From paradisé s3 wuduru aa kae s3 mewo fie', 'Nti ayeforo dondo dondo', 'Dondo dondo', 'Dondo dondo yi amma so', 'Nti ayeforo dondo dondo', 'Dondo dondo', 'Dondo dondo yi amma so', 'At an early age o', 'Na y3 susua paa', 'My first love my lover', 'Wagya mehor kor koraa ah ah', 'At an early age o', 'Na y3 susua paa', 'My first love my lover', 'Tina agya mehor kor oh', 'Mabr3 mu abr3 mu akor nya me de', 'Wagya me hor kor s3 keteke', 'Ade3 no awura me akor me d33d3 mu', 'Nti me paa na Tina ay3 me seyie', 'Mabr3 mu abr3 mu akor nya me de', 'Wagya me hor tes3 keteke', 'Ade3 no awura me akor me d33d3 mu', 'Nti me paa na Tina ay3 me seyie', 'You for tell me how it dey', 'For paradisé s3 wuduru aa kae s3 mewo fie', 'Bisa blessings for your man na meebr3 eh', 'From paradisé s3 wuduru aa kae s3 mewo fie', 'You for tell me how it dey', 'For paradisé s3 wuduru aa kae s3 mewo fie', 'Bisa blessings for your man na meebr3 eh', 'From paradisé s3 wuduru aa kae s3 mewo fie']"
1QxTmNDHFmgaxgAolqqgAD,22,https://open.spotify.com/track/1QxTmNDHFmgaxgAolqqgAD,2023-02-22,142120,True,66,184,4fAL4TmJZ3gnmfgYyM5vLC,22,single,1IMENE2OCzsrXuu62aW1mD,JayO,['afrobeats'],54,0.534,1.02e-05,0.107,0.509,-7.463,2024-08-25,
5S1ianZQLvtoL2A7rUETlq,Doggy,https://open.spotify.com/track/5S1ianZQLvtoL2A7rUETlq,2024-03-29,132676,False,66,184,5cSq4ThXJUx5kyFZePn5go,Doggy,single,7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,"['basshall', 'pop urbaine', 'r&b francais']",73,0.716,0.000155,0.0391,0.779,-6.325,2024-08-25,"['(Gros chef bandit)', 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner (Yeah)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner', 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner (Yeah)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner (Yeah)', ""Bébé, j'suis la buena, appelle-moi Cataleya"", 'Fuck tes tchoins, sinon tu paieras la cuenta', ""Non joue pas les reu-sta, ce soir c'est la fiesta"", ""Tu m'as l'air okay, bon, j'reprends les manettes"", ""J'serais toujours opée, j'ai le cardio, t'inquiètes"", ""J'ai fait l'taff, taff, j'suis en place, place"", 'Oh, oh my God', ""Ouais, j'ai jobbé, on dirait qu'il peut dead"", ""J'ai pas d'ennemis moi, c'est eux qui m'aiment pas (M'aiment pas)"", ""Un tas d'ennemis mais j'les connais même pas (Pas)"", 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner (Nah)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner (Nah)', 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner (Ouais)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner (Ouais)', ""Pas besoin d'me valider, je fais la une des magazines"", 'Reine, ça kouma, kouma, kouma', 'Je peux dead, il en abuse et moi je craque', ""Ça c'est c'est coup bas, coup bas, coup bas"", 'Je le ressens comme ça (Je le ressens comme ça)', 'Quand je bouge, attentat (Quand je bouge, attentat)', 'Il le ressent comme ça (Il le ressent comme ça)', ""Quand je m'y prends comme ça (Quand je m'y prends comme ça)"", ""J'ai pas d'ennemis moi, c'est eux qui m'aiment pas (Moi, c'est eux qui m'aiment pas)"", ""Un tas d'ennemis mais j'les connais même pas (Moi, j'les connais même pas)"", ""(Moi j'les connais même pas, moi j'les connais même pas)"", 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner (Sale)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner', 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner (Ouais)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner (Ouais)', 'Ah, les gens comme toi (Ah)', 'Finiront sous mes draps (Ah)', 'Ah, les gens comme toi (Ah)', 'Finiront sous mes draps (Ah)', 'Doggy, doggy, doggy, doggy, doggy, dogguiner', 'Doggy, doggy, doggy, doggy, doggy, dogguiner', 'Tu veux doggy, doggy, doggy, doggy, doggy, dogguiner', 'Doggy, doggy, doggy, doggy, doggy, dogguiner']"
7i9N2Ic6hp7CkDIbpCIFno,Oke Suna (feat. Olamide),https://open.spotify.com/track/7i9N2Ic6hp7CkDIbpCIFno,2018-12-14,202945,True,16,185,5amg42JxXc1hBnRDs0PAmB,YBNL MaFia Family,album,1MUPBuckdoveSDQgvkm9jC,YBNL MaFia Family,['nigerian pop'],32,0.902,4.1e-05,0.338,0.581,-4.826,2024-08-25,
0EDveqCZ7ExWFkF0SE4NV7,Love Made Me Do It,https://open.spotify.com/track/0EDveqCZ7ExWFkF0SE4NV7,2023-07-27,196008,False,51,185,09afloJIDVkuukH5f0Puo2,Love Made Me Do It,single,3NbqBIc16CNAe5nYSmHR3p,JAE5,"['afrobeats', 'nigerian pop']",54,0.754,0.00743,0.229,0.67,-7.284,2024-08-25,
5c1rWQAa8GX8LgCC9h3d1N,American Love,https://open.spotify.com/track/5c1rWQAa8GX8LgCC9h3d1N,2023-11-17,189015,False,64,184,03pDzWfMzVVQL3BRVIutJn,Qing Madi,album,0ZvsEkINadmEV4qzS4ollh,Qing Madi,"['afrobeats', 'viral afropop']",60,0.415,0.0,0.172,0.458,-5.604,2024-08-25,
3Czzw1naZtpz9cFxKtpRne,Okay,https://open.spotify.com/track/3Czzw1naZtpz9cFxKtpRne,2024-02-09,152307,False,58,185,7J4t3w6xXFqoJHmVLyPvnB,Okay,single,0rskhjcLm5BxjwZDRs4142,Magixx,"['afrobeats', 'nigerian pop']",57,0.632,0.0,0.267,0.473,-3.926,2024-08-25,
68ywjjGuJD3uzJDKJpXQB5,Gin & Juice,https://open.spotify.com/track/68ywjjGuJD3uzJDKJpXQB5,2024-06-14,156055,False,42,185,0z3KhLC6yItBrFzYvHOe8y,Another Style,single,0o4t6y0LBJWs76vvuuzg50,KAESTYLE,['viral afropop'],56,0.602,0.0,0.294,0.288,-5.023,2024-08-25,
6gHUiXF4BiJ9d7biTNmdKR,The Mood,https://open.spotify.com/track/6gHUiXF4BiJ9d7biTNmdKR,2019-02-08,161684,False,51,185,1JlzIGbFMWsyL5WBEADj6Q,Chulo Vibes,album,7gEgjd9W1P1iAD9FbubrqC,Timaya,"['afrobeats', 'afropop', 'azonto', 'dancehall', 'nigerian pop']",53,0.607,1.51e-06,0.15,0.921,-5.698,2024-08-25,"['I got many things wey I wan talk oh', 'Many many many things I wan talk oh', 'But I rest my mind', 'Meanwhile I dey push my grind', 'I got no time for no negative vibes', 'If you hurt me my guy me I leave you all to God oh', ""Set the mood it's alright"", ""Set the mood it's alright"", ""Set the mood it's alright"", 'All I wanna know is bank alert', ""Set the mood it's alright"", ""Set the mood it's alright"", ""Set the mood it's alright"", 'All I wanna hear is a bank alert', 'From PH City I pack my bag come Lagos city', 'I no go any university', 'But the boy right now na global citizen', 'Man I rest my case for the level wey I dey', 'Me I no get time at all', 'Me I dey thank my God', 'Cos e bring me here today', 'Me I no get strength to shout oh', 'So me say', ""Set the mood it's alright"", ""Set the mood it's alright"", ""Set the mood it's alright"", 'All I wanna know is bank alert', ""Set the mood it's alright"", ""Set the mood it's alright"", ""Set the mood it's alright"", 'All I wanna hear is a bank alert', 'I got many things wey I wan talk oh', 'Many many many things I wan talk oh', 'But I rest my mind', 'Meanwhile I dey push my grind', 'I got no time for no negative vibes', 'If you hurt me my guy me I leave you all to God oh', ""Set the mood it's alright"", ""Set the mood it's alright"", ""Set the mood it's alright"", 'All I wanna know is bank alert', ""Set the mood it's alright"", ""Set the mood it's alright"", ""Set the mood it's alright"", 'All I wanna hear is a bank alert']"
0ectw8g5yRkC7GNsh6gP4h,reason,https://open.spotify.com/track/0ectw8g5yRkC7GNsh6gP4h,2023-06-15,147363,False,69,135,3YD9RpmN2lPv5DiUuQLWto,Boy Alone (Deluxe),album,5yOvAmpIR7hVxiS6Ls5DPO,Omah Lay,['afrobeats'],75,0.753,0.000234,0.245,0.869,-8.111,2024-08-25,"['Uh, my dear', 'My dear e my dear, oh my dear', 'My dear ah, my dear, my dear', 'How long will it take you to realize?', ""I don't know who to run to right now"", 'Army is opening heavy fire', ""I'm unsafe, but I'm still out here"", '(Fighting)', 'What are we doing my dear, my dear? (Fighting)', 'I surrender you myself, myself (Fighting)', 'My hands are in the air, in the air (Fighting)', 'Only time will tell the difference clear', 'What is the reason you do not have your own peace of mind?', 'Are you having fun or are you doing this thing to survive?', 'Are you taking the pictures of every memories of your life?', ""What's the reason why we're still out here?"", 'Shekeleke give me one, better finger two', 'Make a nigga suit and tie, let him fly like you', 'Showing you the route, you tryna untie my shoes', 'Is that good?', '(Fighting)', 'What are we doing my dear, my dear? (Fighting)', 'I surrender you myself, myself (Fighting)', 'My hands are in the air, in the air (Fighting)', 'Only time will tell the difference clear', 'What is the reason you do not have your own peace of mind?', 'Are you having fun or are you doing this thing to survive?', 'Are you taking the pictures of every memories of your life?', ""What's the reason why we're still out here?"", 'Fighting', 'Fighting', 'Fighting', 'Fighting', 'Along came Tuzi']"
5xNs5dTiZGqctDJqC247a1,CALLING YOU,https://open.spotify.com/track/5xNs5dTiZGqctDJqC247a1,2024-08-08,246888,False,45,185,1URFWgXGCXRnf9dPUSW1jI,CALLING YOU,single,4aYvPtJf9K4FvdZm6eq5RR,Obiz,[],29,0.634,0.000553,0.247,0.872,-10.614,2024-08-25,
42uwoFhTQ08s3YrB0riQmz,Spending,https://open.spotify.com/track/42uwoFhTQ08s3YrB0riQmz,2023-08-30,166877,False,40,185,1oGhgUco0CZ7iaFw5cCokq,Spending,single,4f8vvLN5Rt3WszqOqVR9e9,Johnny Drille,"['afrobeats', 'nigerian pop']",51,0.749,0.00237,0.0457,0.738,-10.204,2024-08-25,
06B0pbiRWZJAfxJXu6R4wY,"Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",https://open.spotify.com/track/06B0pbiRWZJAfxJXu6R4wY,2014-05-01,266903,False,49,185,2kf7rwQWptDFL0dIGCRHvs,"Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",single,5JWBXFlYkBy3n2oN1To790,Mavins,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",50,0.571,8.02e-06,0.141,0.481,-8.697,2024-08-25,"['[Don Jazzy]', 'Dorobucci', 'Don Dorobucci', 'Doro Jazzy', 'Doro Boss', 'Doro Big', 'You know say Doro Heavy', 'Doro Skillful', 'You know say Doro Bloody', 'Doro get the biggest Label wey you know (offcourse)', 'Doro frosh pass anybody wey doro meet', 'Doro gather pass anybody for the gathering', 'Doro get money pass everybody there', '[ Reekado Banks]', 'Oya Doro. Dorobucci o', 'Doro. Dorobucci o', 'Doro Doro Dorobucci, Mama n mo', 'Doro. Dorobucci', 'Bo nye be o', 'Doro Fresh (nkwanu)', 'Doro Big (nkwanu, nkwanu)', 'Doro Flashy', 'Doro Classy', 'Doro fine pass anybody wey doro see', 'Doro get pass anybody wey doro meet e o', '[Tiwa Savage]', 'Doro na Diva (Doro)', 'Doro na Tiwa', 'Doro na Leader', '(Doro) Follow the leader', 'Doro Doro Do Do Doro', '(Doro) Doro is bigger', '(Doro) Doro is higher', 'Follow the Ladder', 'So Follow the Ladder', '(Doro) Doro get Liver', 'She no dey tire', 'Doro Hot', 'Doro Minado', 'Doro Fine', 'Do Do Dorobucci eh', 'Doro Me', 'Doro You', 'Doro Mavin', 'We the baddest crew', '[Dr. Sid]', 'Doro Suru', 'Doro Lere', 'Doro Grab', 'Doro Carry', 'Doro fast pass anybody wey don dey fast before', 'Doro sleek pass anybody wey doro jam eh en', 'Doro Hammer', 'Doro Pako', 'Doro knack pass carpenter wey don dey knack before', 'Doro nado', 'Doro Messi', 'Doro dribble anybody wey try to mark doro', '[ Korede Bello]', 'Doro Doro', 'African Prince Doro', 'See Doro dey make all the girls dey feel robo robo', 'Doro oo', 'Doro catch anybody wey doro fish doro', 'Doro chop anybody wey doro beef doro', 'Doro Mega', 'Doro Super', 'Doro Star', 'Doro Mega super star o', 'Doro catch anybody wey doro fish doro', 'Doro chop anybody wey doro beef doro', ""[Di'Ja]"", 'Doro bad', 'Doro double 07', '(Doro) Doro na Yaro', '(Doro) wey get e money', '(Doro) Doro like for do anything wey doro like for do', 'Meh nobody try doro', 'Wan Dorobucci o', 'Doro bad', 'Doro double 07', '(Doro) Doro na Yaro', 'Doro wey get e money', '(Doro) Doro like for do anything wey doro like for do', 'Meh nobody try doro', 'Wan Dorobucci o', ""[ D'Prince]"", 'Doro is a cheerful giver', 'Doro is a kind of boss', 'A kind of boss', 'Doro is a money spender', 'Doro too dey floss (too dey floss)', 'Too dey floss o', 'Anywhere wey doro dey', 'You know say wahala dey (wahala dey)', 'Chickalas dey (chickalas dey)', 'Doro gallant eh', 'Anywhere wey doro dey', 'Wahala dey (wahala dey)', 'Chickalas dey (chickalas dey)', 'Doro gallant o', 'Omoba', 'Doro Money', 'Doro Baller', 'Doro Popping', 'Doro Naughty', 'Doro fly pass anybody wey dey the plane eh en', 'Doro ball pass anybody wey dey the peach yeh', '[Reekado Banks]', 'Doro. Dorobucci o', 'Doro. Dorobucci o', 'Doro Doro Dorobucci Mama n mo', 'Doro. Dorobucci', ""Bo n' ye be o"", 'Doro Biggie', 'Doro Street', 'Doro..', 'Doro Chuck Norris']"
5ZGXOgSHLkDYlDssUkVp7a,Electricity,https://open.spotify.com/track/5ZGXOgSHLkDYlDssUkVp7a,2023-02-10,132912,False,55,49,5JDvgDchniRt7s72WlHOH6,Pheelz Good,album,5Jv1MsZBh0sqokFq7pU8Xg,Pheelz,"['afrobeats', 'nigerian pop']",60,0.824,0.0,0.067,0.496,-3.868,2024-08-25,"['[Pheelz & Davido]', ""E f'ile fun rii"", 'Baddest', '[Pheelz]', 'Electricity', 'Vibes on a frequency, ahhh', 'Till infinity', 'Steady on different P', 'Life is not that deep', ""It's all about the energy, ahhh"", 'Na mentality, ohh', 'Na him make a man worthy', '[Pheelz & Davido]', 'Nobody go co-sign (shekpe)', 'And you know everything I do is nobody else concern (tule)', '(Aaahh-i-ah-ehhh)', 'Shey you go come online?', ""And I see darkness all around me but I know I'm the light"", '(Aaahhh-i-ah-ehhh)', '[Davido]', 'Shake it, (shake it)', 'Shake it baby, shake it (shake it)', 'I feel your vibration (-bration)', 'Fine girl omo to shan (to shan)', 'Beautiful temptation (-tation)', 'Bad girl on rotation (-tation)', 'Shake it, (shake it)', 'Shake it baby, shake it (shake it)', 'Uhn, tonight', '[Davido]', 'Electricity', 'Vibe on a frequency, ahhh', 'Till infinity', 'Steady on different P', 'Love is very sweet', 'But first we must get the mulla', 'Na poverty', 'Na him make a man worry', '[Pheelz & Davido]', 'Nobody go co-sign (shekpe)', 'You know everything I do is nobody else concern (tule)', '(Aaahh-i-ah-ehhh)', 'Shey you go come online?', ""And I see darkness all around me but I know I'm the light"", '(Aaahhh-i-ah-ehhh)', '[Davido]', 'Shake it, (shake it)', 'Shake it baby, shake it (shake it)', 'I feel your vibration (-bration)', 'Fine girl omo to shan (to shan)', 'Beautiful temptation (-tation)', 'Bad girl on rotation (-tation)', 'Shake it, (shake it)', 'Shake it baby, shake it (shake it)', 'Uhn, tonight', '[ Pheelz & Davido]', 'Electricity', 'Vibes on a frequency', 'Riddimacoola yo', 'Baddest', 'Till infinity', 'Steady on different P, ahnn', 'Yo!']"
6PdAiqbKP3Zmr3YHRdgT1y,Sooner,https://open.spotify.com/track/6PdAiqbKP3Zmr3YHRdgT1y,2024-03-11,153941,False,66,185,21I7DCMp4VFLojWHERrr0E,TZA,single,1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",70,0.819,0.0151,0.165,0.433,-5.704,2024-08-25,"[""I don't need no liquor (Liquor, -quor)"", ""I'm intoxicated by you"", ""You don't need a decoy"", ""I'm so attracted to you (Ah)"", ""I'm falling for you (Oh)"", ""But I've fallen for somebody too"", 'And I wish say I can have the two', 'But I know say I fit lose the two, oh ahn, ahn', 'I wish I met you sooner (Soon)', 'I fit no dey with Muna (Chi)', 'I wish I met you before', 'Before my heart go conform', 'Girl I wish I met you really', 'E dey body like collagen', 'I for dey dey for your caba', 'Pon me, pon me, oh', 'Ẹyo, ẹyo, ẹyo, ẹyo, ẹyo', 'Baby make I catch your love, your love, your love, your love, your love, eh', 'Your body fine like eso, eso, eso, eso, eso oh', 'And you can be mine and more, and more, and more, and more, and more', 'But I wish that I met you sooner', 'Ma lọ o shey gara gara (Gologanigala)', 'Ko ma lọ shey yanga, yanga, yanga', 'I am choked and taken but I trip for you pieces', 'Light one kinky', 'If anything I can do', 'Baby let me know make I run through', 'Be calling you boo too', ""'Cause I don't wanna leave you single, oh oh"", 'I wish I met you sooner (Soon)', 'I fit no dey with Muna (Chi)', 'I wish I met you before', 'Before my heart go conform', 'Girl I wish I met you really', 'E dey body like collagen', 'I for dey dey for your caba', 'Pon me, pon me, oh', 'Ẹyo, ẹyo, ẹyo, ẹyo, ẹyo', 'Baby make I catch your love, your love, your love, your love, your love, eh', 'Your body fine like eso, eso, eso, eso, eso', 'And you can be mine and more, and more, and more, and more, and more', 'But I wish that I met you sooner', 'Ma lọ o shey gara gara', 'Ko ma lọ shey yanga, yanga, yanga', 'Timmyjay on the track', 'I wish I met you sooner', 'I fit no dey with Muna', 'I wish I met you before (Banga!!)', 'Before my heart go conform']"
6TEseDlC0o2lkim735xKhU,German Machine (feat. Jeriq),https://open.spotify.com/track/6TEseDlC0o2lkim735xKhU,2024-02-23,151578,False,31,184,0s2MBUOX5nPs0zjc7eukuZ,BLESSED,album,3nJNGB59VvFcIeDHkGZnPB,Berri-Tiga,"['afrobeats', 'nigerian pop']",36,0.686,0.205,0.042,0.847,-3.957,2024-08-25,
4MNoQpjih78o8s5RYhhUrL,4 Nothin',https://open.spotify.com/track/4MNoQpjih78o8s5RYhhUrL,2019-11-04,209605,False,56,185,3DGeD2ap8hARpbFZZpmwVb,Summers,single,4Xj0nxVO4r7PLEaw7LRiBa,melvitto,"['afrobeats', 'nigerian pop']",64,0.657,0.00118,0.502,0.675,-8.7,2024-08-25,
3qSk5TP4A8gQIsb8iNVwnx,One Call,https://open.spotify.com/track/3qSk5TP4A8gQIsb8iNVwnx,2024-07-19,158712,False,72,184,4jrDs3Kg7zJlgQnIZrZP8a,One Call,single,2NtQA3PY9chI8l65ejZLTP,SPINALL,"['afrobeats', 'afropop', 'nigerian pop']",59,0.756,0.0222,0.0472,0.532,-5.924,2024-08-25,"['DJ SPINALL', 'Woah, woah, woah, woah-oh', 'P', ""I'm on my way to you, time is on the loose"", 'I will always fight for truth, if i have the chance to choose (Here we go)', 'Like every other superhero, my weakness is love', ""I don’t do it for the medals, 'cause no me without us"", ""Peace stands for the people, so I'll be on my way"", 'Whenever you think you need to (One, two, three)', 'I’ll be one call away, one call away, one call away, one call away (Ladies)', ""I'll be one call, one call, one call, one call away from you"", ""I'll be one call, one call, one call, one call away from you"", ""I'll be one call, one call, one call, one call away from you"", ""I'll be one call, one call, one call, one call away from you"", ""You know I'm never too far for you"", ""And the world can wait, if I'm waiting on you"", ""So, don't leave me waiting long, you know that I got love"", 'Whenever you need time, just call my-', '’Cause the miles ain’t nothing but a number (Number)', ""They can't take nothing from us (From us), but we always got each other (Always got each other)"", ""If I’m on your mind, at any time, just know that I'm one call away (One, two, three)"", 'Away, away', 'One call away', ""I'll be one call, one call, one call, one call away from you"", 'One call away', ""I'll be one call, one call, one call, one call away from you"", 'I’ll be one call, one call, one call, one call away from you', ""I'll be one call, one call, one call, one call away from you"", ""I'll be one call, one call, one call, one call away from you"", 'One call away', ""I'll be one call, one call, one call, one call away from you"", ""I'll be one call, one call, one call, one call away from you"", 'Fire-Boy']"
3WBq1rpt6WVIQmGBBNAIBE,Shutdown,https://open.spotify.com/track/3WBq1rpt6WVIQmGBBNAIBE,2024-03-28,179272,False,52,184,5KfqTov6TpsIfY0wRrBNbC,Shutdown,single,5ZJQWu95i72nZXLD8VC5ys,Spyro,"['afrobeats', 'afropop', 'nigerian pop']",50,0.602,1.67e-06,0.217,0.784,-5.389,2024-08-25,
